"id" "rend"
"54520" 1.12
"54871" 1.12
"54003" 0.84
"54680" 0.66
"54800" 1.12
"54174" 1.12
"54385" 1.12
"54405" 1.12
"54347" 1.12
"54874" 1.12
"54398" 1.12
"54673" 0.68
"54001" 0.66
"54518" 0.66
"54125" 1.43
"54250" 1.12
"86001" 1.35
"63302" 1.1
"63130" 1.02
"63594" 1.26
"63548" 1.05
"63190" 1.26
"63001" 1.04
"63272" 0.84
"63212" 0.84
"63470" 1.01
"63111" 1.03
"63690" 1.1
"63401" 1.02
"66088" 1.43
"66687" 1.01
"66682" 1.29
"66001" 1.43
"66440" 1.35
"66045" 1.12
"66383" 1.18
"66594" 0.88
"66318" 1.69
"66075" 1.35
"66456" 0.93
"66170" 1.32
"66572" 1.01
"66400" 0.67
"68755" 1.26
"68679" 1.29
"68855" 1.77
"68533" 1.52
"68689" 1.1
"68051" 1.69
"68229" 1.29
"68209" 1.26
"68549" 1.29
"68500" 1.1
"68217" 1.29
"68498" 1.1
"68615" 0.66
"68320" 1.29
"68444" 1.82
"68464" 1.69
"68167" 1.29
"68770" 1.52
"68572" 1.29
"68176" 0.84
"68255" 1.01
"68547" 1.01
"68895" 1.21
"68235" 1.29
"68669" 1.01
"68296" 1.1
"68524" 1.26
"68745" 0.84
"68077" 1.26
"68344" 1.1
"68276" 1.82
"68001" 1.69
"68079" 0.93
"68820" 1.18
"68324" 1.69
"68368" 1.29
"68092" 1.69
"68271" 1.26
"68264" 1.01
"68020" 1.69
"68322" 1.29
"68773" 1.26
"68211" 1.26
"68861" 1.08
"68673" 1.69
"68705" 0.84
"68377" 1.29
"68101" 1.26
"68780" 1.29
"68327" 1.52
"68169" 1.29
"68418" 1.29
"68318" 0.67
"68179" 1.29
"68307" 0.93
"68013" 1.69
"68872" 1.29
"68298" 1.52
"68502" 1.01
"68468" 1.29
"68370" 1.18
"68160" 1.47
"68682" 0.84
"68266" 1.26
"68406" 1.29
"68245" 1.69
"68397" 1.29
"68684" 1.03
"68385" 1.29
"68432" 0.73
"68686" 0.84
"68121" 1.29
"68250" 1.29
"68720" 1.29
"68147" 0.67
"73555" 0.84
"73067" 1.01
"73411" 0.76
"73001" 0.84
"73168" 0.92
"73624" 0.67
"73616" 1.26
"73504" 1.69
"73283" 1.69
"73675" 0.84
"73043" 0.84
"73236" 0.66
"73870" 0.93
"73520" 0.84
"73152" 1.82
"73873" 0.84
"73024" 0.84
"73347" 0.76
"73352" 0.76
"73854" 0.76
"73226" 0.67
"73861" 1.82
"73270" 0.67
"73124" 0.84
"73563" 0.67
"73686" 1.26
"73026" 0.93
"73443" 0.92
"73622" 0.84
"73585" 0.67
"73408" 0.66
"73678" 0.66
"73055" 1.82
"73449" 0.76
"73483" 0.92
"73461" 0.92
"73217" 0.92
"73770" 0.92
"76736" 1.18
"76243" 1.26
"76041" 0.76
"76122" 1.14
"76828" 1.04
"76834" 0.93
"76246" 0.76
"76616" 1.1
"76054" 0.66
"76113" 0.67
"76100" 0.84
"76823" 1.26
"76364" 0.66
"76020" 1.69
"76275" 1.01
"76863" 0.76
"76233" 1.82
"76497" 0.66
"76890" 1.1
"76306" 0.84
"76622" 0.67
"76250" 1.26
"76845" 1.35
"76001" 1.01
"76377" 0.84
"76869" 0.66
"76606" 0.86
"76403" 1.69
"76318" 1.18
"76563" 1.26
"76670" 0.67
"76111" 0.9
"76400" 0.84
"76126" 0.84
"76520" 0.76
"76147" 0.84
"76892" 0.84
"76036" 0.67
"76248" 0.84
"91001" 1
"05440" 60
"15325" 16.5
"15720" 8
"25436" 21
"25312" 10
"05440" 61.2
"15322" 6
"25436" 10
"25312" 10
"25178" 5
"76233" 18
"76863" 10
"25898" 26
"25099" 12
"25312" 9
"23672" 1
"25898" 26
"25312" 15
"17877" 144.38
"17665" 145.14
"17088" 147.51
"17042" 154.99
"17616" 147.13
"19573" 135.45
"19455" 134.06
"19698" 119.91
"19513" 129.12
"19212" 123.78
"19845" 120.14
"19300" 119.91
"19142" 119.91
"19110" 134.94
"50573" 84
"66075" 148.08
"66687" 149.41
"66400" 151.32
"66088" 148.29
"66001" 148.08
"76520" 147.75
"76130" 146.85
"76248" 148.08
"76563" 146.48
"76895" 136.5
"76364" 133.29
"76113" 146.85
"76834" 148.08
"76275" 135.66
"76318" 139.54
"76111" 141.34
"76497" 132.84
"76670" 135.38
"76001" 146.01
"76147" 142.26
"76890" 150.09
"76306" 133.96
"76616" 160.42
"76036" 148.08
"76622" 148.08
"76892" 154.11
"76823" 119.91
"76041" 147.08
"76403" 119.91
"76400" 149.99
"76100" 134.07
"76736" 122.53
"76869" 148.08
"76828" 119.91
"76122" 120.23
"23670" 2
"23815" 5
"70523" 0.2
"81794" 2.5
"81001" 1.2
"81065" 1.2
"81736" 2.5
"81300" 2.5
"15442" 5
"15212" 8
"15469" 8
"15109" 4
"15425" 6
"15681" 6
"15696" 7.5
"15293" 5
"15804" 4.9
"15897" 6
"15106" 4
"15761" 3.5
"15172" 3
"15514" 6.5
"15660" 5.6
"15377" 8
"15511" 4
"15842" 3.5
"15325" 5
"15755" 2
"15480" 2.5
"15022" 6.5
"15455" 4.5
"15299" 4
"15580" 3
"15621" 3.2
"15550" 3.8
"15533" 4
"15798" 5.5
"15690" 3
"15516" 2.5
"15090" 4
"15135" 3
"15778" 6
"15753" 4
"15180" 3
"15774" 6.8
"15223" 3
"15317" 8
"15720" 3.13
"15667" 7
"85400" 2
"85410" 5
"85250" 4
"85015" 4.1
"85325" 5.5
"27250" 2
"27495" 19
"27077" 1
"88001" 26.9
"97161" 2.4
"91540" 4
"05890" 4
"05134" 3.8
"05670" 5
"05690" 4
"05284" 8
"05858" 4
"05038" 8
"05885" 4.5
"05483" 3.9
"05079" 6
"05847" 2.3
"05649" 5
"05190" 5
"05031" 4
"05040" 5
"05361" 4
"05197" 4.7
"05240" 5
"05756" 4.5
"05667" 4
"05308" 3.5
"05425" 4
"05842" 4
"05234" 1.4
"05313" 3.5
"05660" 3
"05679" 6
"05034" 7
"05145" 6
"05107" 3.5
"05887" 4.2
"05021" 6.5
"05237" 3.5
"05002" 5.5
"05310" 3.4
"05576" 4
"05686" 4.2
"05315" 4.2
"05209" 7
"05604" 4
"05789" 3.5
"05138" 5.8
"05148" 2.5
"05206" 3
"05004" 4
"05001" 6
"05093" 8
"05411" 3
"05809" 4.5
"05055" 4
"05364" 9
"05856" 5
"05647" 3.5
"05543" 4
"05282" 6
"05030" 2.9
"05036" 4.2
"05652" 2.1
"05212" 2
"05142" 4
"05125" 1.8
"05628" 1.9
"05113" 2
"05347" 3
"05873" 1.78
"05101" 9
"05792" 6
"05353" 4.7
"05044" 2
"05579" 3
"05656" 5
"05306" 3
"05042" 2
"05467" 5
"05091" 3.2
"05819" 3
"05501" 4
"81220" 8
"81591" 2
"13688" 8
"13433" 8
"13810" 4.5
"13440" 1.9
"13006" 8
"13836" 10.4
"13873" 14.4
"13473" 5
"15185" 8.8
"15664" 9.6
"15816" 12
"15686" 8.4
"15469" 8.8
"15531" 4
"15442" 4.5
"15455" 5
"15580" 2
"15507" 6
"15480" 5
"15660" 5.2
"15236" 8
"15673" 9
"15218" 6
"15097" 8.5
"15518" 7
"15401" 7
"15810" 4.5
"15522" 5
"15248" 8
"17877" 10.39
"17614" 4.5
"17777" 4
"17272" 5
"17662" 4.5
"17653" 6
"17433" 4
"17513" 8
"17013" 6.2
"17486" 5
"17042" 3.6
"17541" 4.5
"17665" 11.78
"17088" 9.6
"17616" 3
"17050" 8.8
"17388" 6
"17444" 5.5
"17174" 8
"17867" 6.5
"17442" 12
"17446" 4
"17873" 8.4
"17495" 4
"17001" 5
"18753" 6.3
"18150" 5
"18610" 6.3
"18029" 6
"18460" 5
"18094" 4
"18247" 8
"18410" 5.4
"18001" 4
"18592" 3
"18205" 1
"18756" 4
"18256" 4
"18785" 2
"18860" 2
"18479" 2
"85279" 5
"85010" 5
"85230" 5
"85225" 2.5
"85125" 7.5
"85136" 4
"85300" 4
"85015" 4.7
"85400" 3
"19256" 5.5
"19130" 8.5
"19392" 5
"19001" 6
"19100" 4.69
"19473" 6.07
"19397" 5
"19110" 6
"19622" 8
"19532" 4.5
"19701" 3
"19698" 6
"19785" 3
"19809" 5
"19517" 7
"19075" 3.5
"19548" 6.4
"19137" 4.2
"19693" 3
"19780" 7
"19290" 4
"19450" 4
"19824" 3
"19418" 8
"19364" 1.6
"19807" 4.25
"19050" 9
"19743" 6
"19760" 3.5
"20310" 4
"20001" 3.5
"20013" 4
"20570" 4.1
"20621" 4
"20517" 3
"20614" 4
"20443" 4
"27430" 2
"27361" 2
"27001" 3
"27491" 6
"27615" 2.2
"27660" 1.8
"27450" 2
"27425" 5
"27245" 2.5
"27600" 3
"27025" 1.5
"27099" 8
"27413" 2
"27372" 2
"27580" 2
"27205" 1
"27745" 3
"23660" 2.8
"23079" 8
"23350" 8
"23189" 12
"23182" 16
"25148" 5.2
"25398" 4
"25875" 6
"25592" 4.5
"25851" 5
"25596" 7.1
"25491" 5
"25489" 5
"25885" 4.1
"25862" 4
"25320" 4.5
"25394" 4.5
"25653" 4.3
"25293" 4
"25258" 5.59
"25815" 3
"25168" 5
"25867" 7
"25839" 5.5
"25580" 6
"25718" 5
"25035" 6
"25095" 5
"25777" 3.9
"25530" 14
"25518" 4
"25402" 4
"25662" 3
"25328" 4
"25823" 5
"25871" 5
"25335" 6
"25594" 3
"25339" 5
"25386" 4
"25297" 5
"25368" 4.2
"25878" 4
"25299" 10
"25436" 2.5
"25281" 5
"25086" 3
"25372" 10
"25053" 4
"25426" 4.2
"25513" 4
"25649" 3
"25807" 13
"25019" 2.5
"25658" 4
"95025" 6
"95001" 6
"95200" 6
"95015" 6
"41359" 10
"41668" 8
"41551" 6
"41001" 6
"41396" 6
"41206" 5
"41020" 6
"41006" 7
"41676" 5.2
"41791" 6
"41615" 5
"41524" 6
"41132" 6.5
"41306" 6
"41799" 6.5
"41548" 6
"41660" 7
"41378" 6
"41357" 5.5
"41078" 6
"41518" 7
"41298" 6
"41016" 6
"41801" 5.5
"41770" 7
"41483" 7
"41797" 6.5
"41503" 8
"41319" 6
"41530" 10
"41807" 7
"41026" 6
"41244" 7
"41013" 6
"41349" 6
"41872" 8
"44090" 6
"44650" 6
"44279" 6
"50400" 5.5
"50350" 5
"50590" 2.5
"50370" 3
"50686" 3
"50577" 2.5
"50245" 8
"50450" 3
"50568" 2
"50325" 2.2
"50313" 9
"50330" 3
"50711" 2.6
"50689" 2.5
"50110" 3.8
"50006" 6.9
"50251" 1.2
"50270" 17.6
"52683" 10
"52036" 9
"52411" 9
"52207" 5.4
"52678" 8
"52260" 8
"52612" 2.85
"52203" 4
"52435" 8.4
"52019" 8
"52381" 8
"52687" 1
"52835" 4
"52621" 6
"52490" 1.8
"52254" 7
"52399" 8
"52110" 4
"52320" 7.12
"52250" 5.2
"52256" 5
"52233" 7
"52696" 5.09
"52685" 4.81
"52427" 4
"52540" 2
"52699" 7.5
"52227" 4
"52051" 3
"52079" 2
"52083" 2.51
"52694" 4
"52356" 2
"52258" 4
"52240" 2
"52573" 8.1
"52405" 2
"52215" 4
"52693" 8
"52390" 6
"52385" 4
"52480" 4.5
"52565" 4
"52838" 2
"52520" 3
"54206" 4.5
"54720" 4
"54820" 4.58
"54800" 5
"54051" 4.3
"54223" 4.5
"54810" 3.3
"54377" 6
"54418" 4
"54313" 4.5
"54099" 3.8
"54174" 5.5
"54109" 3.6
"54599" 4.8
"54680" 3.9
"54003" 5
"54128" 4
"54001" 10
"54344" 4
"54660" 4
"54874" 4.5
"54172" 4
"54498" 4
"54670" 5
"54520" 5
"54250" 4
"54871" 5
"54239" 5
"54398" 4
"54405" 4.5
"86757" 2
"86573" 2.5
"86865" 2
"86320" 3.5
"86001" 3.7
"86569" 2.3
"86568" 1.9
"86885" 1.8
"86571" 1.8
"63594" 9
"63401" 6
"63470" 4
"63302" 4
"63548" 4
"63212" 5
"63190" 4
"66572" 6
"66594" 6
"66001" 10
"66687" 10
"66440" 5
"66088" 8
"66456" 4.5
"66045" 5.5
"66075" 5
"66318" 8
"66383" 7
"66682" 5
"68770" 10
"68498" 9
"68327" 8
"68673" 8
"68179" 10
"68855" 8.5
"68298" 9.6
"68861" 10.4
"68533" 12
"68209" 14
"68397" 9
"68464" 12.4
"68500" 11.2
"68669" 8
"68077" 11.68
"68344" 10.4
"68217" 12
"68502" 8
"68167" 8
"68679" 8
"68524" 10
"68101" 8
"68755" 8.4
"68320" 10.4
"68229" 12
"68322" 12.8
"68245" 9
"68468" 8
"68271" 9.6
"68324" 5
"68682" 8
"68368" 8
"68264" 6
"68745" 8
"68176" 8
"68686" 7
"68013" 9
"68547" 8
"68773" 5
"68572" 8.8
"68020" 7
"68211" 11.5
"68132" 5
"68522" 8
"70708" 4.8
"70235" 8
"70429" 5.5
"70771" 4.1
"70523" 4
"70001" 3
"70400" 5
"73443" 4.5
"73270" 10
"73001" 6.3
"73026" 4.5
"73283" 5
"73520" 4.5
"73624" 6.5
"73152" 8.5
"73043" 6
"73168" 12
"73616" 6
"73870" 4.55
"73067" 5
"73504" 6
"73555" 7
"73675" 2
"73411" 4
"73873" 5
"73352" 4
"73408" 7.5
"73347" 6
"73055" 6
"73861" 7
"73217" 2.7
"73854" 5
"73236" 6
"73226" 4
"76130" 6.5
"76248" 10
"76670" 6.1
"76863" 8
"76113" 3.5
"76100" 6.4
"76606" 6.5
"76233" 3
"76250" 3
"76109" 8
"76736" 7.5
"76520" 7
"76616" 8
"76054" 3.8
"76497" 5.1
"76126" 8
"76041" 9
"76246" 5
"76890" 4
"76243" 5
"76318" 7
"76364" 6.5
"76147" 7.5
"76306" 8
"76828" 9
"76869" 5.5
"76895" 9
"76834" 8
"76403" 5
"76122" 5.5
"76111" 7
"76377" 5.5
"76622" 5.6
"76892" 3.5
"97001" 4
"97161" 5
"99773" 15
"99624" 15
"99524" 15
"99001" 7
"05145" 1.5
"05368" 1
"05792" 0.7
"19780" 1
"63690" 7
"17662" 1
"05790" 0.7
"05120" 2
"05895" 0.9
"05495" 1
"05250" 0.9
"05490" 1.4
"05893" 0.8
"05051" 0.6
"05579" 1.5
"05854" 0.4
"05425" 0.6
"05031" 0.9
"05858" 1
"05591" 1.2
"05670" 1
"05736" 1
"13670" 0.3
"13458" 1.8
"17867" 1.3
"17444" 1.4
"17777" 8.7
"18247" 1.2
"18150" 1.2
"18094" 1
"18753" 1.2
"18592" 1
"18256" 1
"18001" 1.1
"18410" 1.1
"18460" 4
"18205" 0.6
"18785" 0.5
"18860" 1
"18029" 0.9
"18479" 1
"18610" 0.9
"85162" 0.6
"85300" 2.15
"85440" 0.8
"85001" 0.6
"23466" 0.9
"23682" 0.96
"23580" 0.1
"25530" 1.5
"25662" 0.7
"25168" 0.8
"25438" 1
"25095" 1
"25580" 2
"25572" 1
"25867" 1
"25320" 0.8
"94343" 1.5
"95025" 1.7
"95001" 1.7
"95015" 1.7
"95200" 1.7
"50573" 1.3
"50568" 1.4
"50450" 1.2
"50325" 1.2
"50689" 2
"50711" 2.4
"50680" 1.2
"50590" 2.2
"50006" 1
"50330" 1.9
"50001" 1.8
"50370" 2.5
"50577" 1.2
"50683" 1.2
"50400" 2
"86001" 1.2
"86569" 0.1
"86571" 1.2
"86568" 0.2
"86865" 0.2
"86885" 0.2
"86320" 0.8
"68190" 1.5
"68081" 1.7
"68689" 1.2
"68533" 0.6
"68235" 1.5
"68573" 0.6
"68307" 2.5
"68575" 0.9
"68385" 0.8
"68655" 0.8
"68615" 0.9
"68745" 1
"68255" 1.2
"68092" 1
"73168" 3
"73443" 2.5
"15814" 2
"15187" 2.2
"15837" 0.9
"15224" 2.4
"15740" 2
"15764" 2
"15001" 3
"15244" 1.2
"15476" 0.3
"15774" 0.7
"15790" 1.2
"15720" 0.25
"15762" 2
"15215" 1.2
"15092" 0.8
"15537" 3
"15723" 1.4
"15114" 0.5
"25772" 4
"25154" 5
"52506" 2.4
"52788" 2
"52320" 2.2
"52720" 1.1
"52838" 1
"68684" 1.1
"15814" 1.5
"15187" 2
"15001" 3
"15764" 2
"15224" 3.4
"15244" 1.5
"15500" 1.5
"15837" 1
"15720" 0.5
"15774" 0.7
"15723" 1.2
"25772" 4
"52788" 2
"52506" 2.2
"52720" 1.1
"52320" 2.5
"68684" 1.1
"05001" 14
"15814" 35
"15238" 28
"15646" 35
"15491" 24
"15806" 29.5
"15232" 22
"15224" 40
"15837" 24
"15001" 20
"15740" 30
"15600" 18
"15638" 25
"15776" 30
"15522" 12
"15516" 35
"15762" 40
"15296" 20
"15368" 20
"15755" 35
"15861" 15
"15693" 17
"15215" 20
"15248" 16
"15759" 25
"15180" 20
"15272" 15
"15757" 20
"15820" 18
"15183" 20
"15332" 15
"15476" 23
"15542" 34
"15808" 18
"15822" 10
"15407" 25
"15879" 10
"15244" 12.5
"15187" 20
"15537" 25
"15835" 25
"15362" 11
"15673" 10
"17442" 2
"19743" 5
"20710" 15
"20310" 20
"20621" 19
"20614" 20
"25841" 20
"25151" 18
"25377" 25
"25845" 30
"25317" 35
"25535" 15
"25290" 15
"25281" 19
"25181" 12
"25178" 14
"25473" 20
"25745" 15
"25779" 12
"25843" 13
"25154" 18
"25288" 32
"25407" 19
"25758" 10
"25426" 21
"25817" 17
"41306" 10
"41396" 10
"41020" 9
"41298" 6
"41359" 4
"41013" 10
"41206" 15
"41551" 10
"52287" 16
"52352" 15
"52788" 20
"52354" 25
"52885" 15
"52320" 15
"52786" 4
"52210" 8
"52405" 1.2
"54670" 20
"54003" 22
"54245" 27
"54398" 13
"54498" 14.5
"54344" 14
"54871" 18
"54125" 20
"54109" 12
"54377" 10
"54520" 14
"54599" 18
"54820" 16
"68318" 8
"68207" 2.5
"68547" 15
"68669" 9
"68152" 16
"68705" 4
"68502" 15
"68432" 20
"76520" 11
"76248" 15
"76869" 21
"76834" 12
"76892" 30
"05001" 14
"15814" 30
"15646" 35
"15491" 24
"15806" 29.5
"15238" 28
"15224" 40
"15001" 20
"15638" 25
"15600" 18
"15183" 20
"15762" 40
"15837" 24
"15516" 35
"15368" 20
"15740" 30
"15755" 35
"15776" 30
"15861" 15
"15522" 12
"15693" 17
"15759" 25
"15407" 24
"15215" 20
"15180" 20
"15248" 16
"15272" 15
"15296" 20
"15476" 18
"15332" 15
"15244" 12.5
"15820" 18
"15822" 18
"15673" 10
"15362" 11
"15542" 30
"15835" 25
"15187" 18
"15808" 19
"17442" 2
"19743" 5
"19821" 5
"20710" 15
"20310" 16.4
"20614" 18
"20621" 18
"25841" 20
"25426" 23
"25845" 31
"25377" 25
"25281" 15
"25317" 35
"25535" 15
"25290" 15
"25181" 13
"25151" 20
"25843" 13
"25154" 19
"25745" 15
"25473" 20
"25779" 12
"25288" 32
"25407" 19
"25758" 10
"25817" 17
"41396" 10
"41298" 7
"41020" 9
"41306" 10
"41359" 11
"41206" 12
"41013" 10
"41551" 9
"52287" 14
"52352" 15
"52788" 20
"52354" 25
"52885" 15
"52260" 10
"52786" 5
"52320" 15
"52210" 8
"52405" 1.2
"54398" 18.78
"54498" 20
"54670" 24
"54245" 27
"54003" 22
"54344" 15
"54871" 17
"54109" 15
"54125" 20
"54377" 10
"54520" 14
"54347" 12
"54599" 18
"68318" 8
"68152" 5.54
"68207" 45
"68547" 15
"68705" 4
"68669" 1.5
"68432" 10
"76520" 11
"76248" 15
"76869" 21
"76834" 12
"76892" 30
"05001" 13
"05079" 12.5
"05656" 90
"05212" 22
"05306" 55
"05756" 35
"05308" 24
"05607" 12
"05234" 20
"05380" 10
"05679" 12
"05045" 29
"05376" 18
"05237" 40
"05129" 13
"05364" 8
"05847" 22
"08433" 15
"08634" 14
"15047" 50
"15822" 30
"15226" 30
"15759" 22
"15180" 3.5
"17873" 30
"17001" 23
"17050" 40
"17446" 12
"17042" 12
"17442" 4
"85400" 4
"19364" 2.5
"19743" 5
"19050" 1.7
"19517" 12
"19693" 6
"19821" 15
"19455" 5
"19418" 6.5
"20614" 15
"20310" 15
"27245" 15
"25649" 9.6
"25779" 8
"25777" 8
"41298" 5.2
"41006" 10
"41396" 6
"41668" 8
"41020" 8
"41319" 5
"41378" 6
"41359" 9
"41799" 7
"41357" 5
"41548" 10
"41770" 6
"41807" 12
"41132" 8
"41551" 7
"41483" 4
"41078" 9
"41503" 5
"41530" 5
"41660" 9
"41801" 6
"50270" 2
"52001" 8
"52560" 10
"52215" 6
"52720" 5
"54498" 20
"54743" 12
"54245" 15
"54520" 11
"54398" 10
"54377" 28
"54347" 8
"63594" 8
"66001" 47.7
"66682" 16
"66318" 15
"66687" 55.8
"68820" 28.8
"68318" 6
"68101" 10
"68229" 25
"68500" 4
"68092" 3
"68867" 15
"68132" 3
"68235" 25
"73675" 1.2
"73043" 8
"73461" 6
"73152" 7
"73024" 1.5
"76248" 13
"76563" 10
"76834" 8
"76869" 18
"76520" 10
"76890" 5
"76892" 12
"76111" 15
"08634" 14
"08433" 10
"15047" 50
"15822" 30
"15226" 30
"15759" 20
"17873" 30
"17050" 40
"17001" 23
"17042" 12
"17442" 4
"18205" 2
"19743" 5
"19050" 1.7
"19517" 2.5
"19693" 5
"19821" 15
"19455" 5
"19418" 6.5
"20614" 15
"20310" 15
"27245" 15
"25649" 9.6
"25779" 10
"25777" 8
"54743" 12
"54245" 16
"54498" 20
"54377" 10
"54398" 10
"54520" 11
"54347" 12
"66001" 47.7
"66682" 16
"66318" 15
"66687" 55
"68820" 28.8
"68318" 6
"68101" 10
"68229" 25
"68500" 20
"68092" 3
"68867" 15
"73675" 1
"73461" 6
"73043" 8
"73152" 7
"05756" 50
"08758" 9
"08758" 6
"25898" 4
"15090" 4
"15455" 4
"66001" 60
"25312" 4
"25312" 4
"52320" 0.8
"52320" 1
"52490" 2
"52696" 0.6
"52835" 0.5
"52250" 0.5
"52390" 1
"52427" 0.5
"52490" 2
"52696" 0.6
"52835" 0.5
"52250" 0.9
"52390" 1
"52427" 0.5
"52835" 0.5
"52696" 0.6
"52835" 0.5
"52696" 0.6
"15673" 2.5
"15180" 6
"19418" 3
"25506" 12
"25035" 7.5
"52287" 3
"52320" 5
"66001" 6.5
"68686" 2
"52079" 5
"52612" 2.5
"52835" 3
"52250" 4
"52490" 2.5
"52427" 5
"52696" 3
"52356" 2
"52520" 3
"41615" 7
"41132" 7.5
"41001" 14
"41026" 7.5
"41078" 8
"41020" 7
"41306" 7.5
"41357" 7
"41206" 7
"41396" 7
"41801" 7.2
"41524" 7
"41770" 7.5
"41799" 7
"41676" 7
"91001" 2.5
"17614" 16
"18756" 5
"18460" 6
"18150" 6
"18410" 5
"18753" 3.9
"18205" 2
"18094" 4
"18001" 4
"18029" 3
"18479" 2
"19256" 5
"19701" 5
"19418" 2
"19622" 1
"19130" 3.5
"27660" 10
"27361" 2
"27001" 3
"27077" 1
"27580" 2
"27787" 2
"27810" 3
"27430" 3
"27025" 3
"27160" 1
"27073" 2
"95025" 8
"95001" 8
"50124" 17
"52835" 1.5
"52250" 2
"52490" 3.4
"52520" 4
"52390" 4
"52427" 4
"86885" 4.5
"86569" 4.3
"86757" 4.2
"86571" 4.2
"86320" 4
"86568" 4.5
"86001" 3.5
"63594" 8
"66572" 1
"76109" 14
"76233" 7
"76100" 8
"97161" 3
"91001" 6
"05440" 8
"05697" 6
"05001" 5
"05679" 5
"05306" 15
"05282" 4
"05364" 7
"05686" 16
"05129" 3
"05237" 10
"05318" 7
"08758" 8
"08634" 14
"15693" 8
"15238" 8
"15542" 2.5
"15759" 1
"17001" 8
"17013" 7.5
"17446" 6
"17042" 5.5
"17442" 4.8
"18205" 0.7
"18610" 8
"19807" 14
"19392" 4
"19256" 1
"19455" 7
"19821" 5
"19110" 0.5
"19130" 5
"19418" 0.8
"19513" 2
"20787" 13
"20614" 3
"20443" 3.8
"27245" 8
"25845" 19
"25214" 11
"25841" 7
"25126" 6
"25175" 7
"25438" 2
"25758" 10
"25799" 7
"25178" 8
"25407" 5
"25019" 8
"25777" 5
"25662" 5
"25823" 7
"47189" 4
"47288" 4
"47053" 2
"47745" 4
"47980" 4
"52287" 1
"52490" 1
"52378" 0.8
"52405" 0.7
"54498" 10
"54003" 7.5
"54518" 10
"54245" 9
"54405" 9
"66318" 3
"68547" 2
"73270" 0.8
"73870" 2.6
"76520" 10
"76275" 7
"76233" 7.3
"76248" 8
"76892" 10
"76670" 8.5
"76318" 7
"76130" 8
"76001" 5
"76113" 8
"76834" 6.5
"76869" 5.5
"76890" 8
"76377" 9
"76111" 8
"76400" 1
"76364" 4.5
"76863" 7
"99524" 4
"05697" 6
"05440" 8.2
"05001" 5
"05679" 5
"05364" 7
"05282" 4
"05129" 3
"05686" 18
"05306" 15
"05237" 10
"05318" 7
"08634" 14
"08758" 6
"13001" 2
"15238" 1
"15693" 8
"15759" 1
"15542" 2
"17001" 8
"17013" 7.5
"17042" 5.5
"17442" 4.8
"18205" 0.7
"18610" 6
"18756" 9
"19807" 18.5
"19392" 10
"19256" 1
"19455" 7
"19821" 5
"19110" 1
"19130" 5
"19513" 2
"19418" 0.8
"20621" 12
"20443" 3.8
"20614" 2
"27245" 8
"25845" 19
"25214" 11
"25841" 7
"25126" 6
"25175" 7
"25799" 7
"25019" 8
"25777" 5
"25407" 5
"25662" 5
"47189" 4
"47001" 3.2
"47288" 4
"47745" 12.5
"52378" 0.8
"52405" 1.6
"54498" 10
"54003" 7.6
"54518" 10
"54405" 9
"54245" 9
"66318" 3
"73870" 2.6
"73270" 0.8
"76520" 10
"76248" 8
"76670" 8.5
"76233" 6.4
"76318" 7
"76113" 8
"76130" 8
"76001" 5
"76275" 7
"76869" 6
"76892" 10
"76834" 6
"76736" 7.5
"76111" 8.5
"76890" 8
"76377" 9
"76364" 5.5
"76400" 1
"76863" 5
"19418" 0.9
"19513" 1.5
"19418" 0.9
"19513" 1.5
"08558" 45
"08638" 2
"08296" 10
"08078" 4
"08832" 3
"08372" 5.22
"08549" 30
"08433" 20
"13001" 2
"15494" 12
"15763" 13
"15835" 19
"15367" 12
"15804" 14
"15238" 8
"15516" 12
"15837" 15
"15380" 6
"15087" 4
"15808" 1.6
"15403" 3
"25426" 6.6
"25175" 5
"52835" 4
"52079" 3
"52427" 4
"54743" 22
"54520" 15
"54174" 8
"54125" 8
"54518" 8
"54480" 13
"73200" 12
"05679" 7
"05467" 11
"05380" 18
"81736" 25
"81794" 25
"81300" 25
"81065" 20
"81591" 15
"13433" 15
"15212" 11.42
"15442" 15
"15097" 8
"15580" 44
"15753" 8
"15664" 11
"25019" 5
"15681" 5
"15673" 5
"15401" 2
"15218" 20
"15317" 8
"17042" 8
"17013" 11.3
"17174" 20
"17001" 12
"17616" 20
"17486" 19.24
"17524" 18
"17665" 26
"17777" 30
"17867" 16
"17088" 10.7
"17388" 15
"17442" 11
"85010" 20
"85162" 12
"85400" 10
"85225" 15
"85136" 2.5
"19142" 11
"19573" 15.18
"20175" 10
"20570" 11
"20032" 9
"20238" 8
"20001" 6
"20178" 8
"20045" 10
"20013" 10
"20710" 6
"20750" 6
"20443" 10
"20060" 8
"25878" 5.8
"25053" 12
"25258" 5
"25875" 6
"25488" 6
"25148" 6
"25290" 7
"25524" 9
"25398" 6
"25438" 7
"25426" 8
"94001" 1
"41298" 9
"41306" 9
"41026" 9
"41001" 8
"41518" 7
"41551" 7
"41319" 8
"41615" 18
"41132" 8
"41396" 7
"41013" 9
"41548" 6.4
"41791" 8
"41799" 8.5
"41016" 8
"41660" 13
"41872" 8
"41020" 10
"41807" 9
"41206" 6
"41770" 8
"41359" 2.2
"41378" 7.5
"41078" 7
"41801" 7
"41503" 8
"41483" 7
"41524" 12
"41006" 12
"41349" 9
"41676" 7
"41244" 7
"41885" 9
"41668" 6.5
